source_id,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radius_gspphot
139393477126062080,1.810449321358505,0.058123644,31.148243,1.0065937,16.190815,17.01243,15.310984,1.7014465,0.7177
139393820723438208,0.5923023332077756,0.03546562,16.700747,1.1842777,14.44394,14.751683,13.969899,0.78178406,1.2786
139394473558452480,1.1415999085010486,0.025525106,44.72459,0.9539838,14.415892,14.772628,13.880907,0.8917208,1.088
139396191545402112,6.8907168392017235,0.03628909,189.88399,1.1844282,6.646826,7.196618,5.9469748,1.2496433,10.1876
139398111394260608,0.9373144788083378,0.031177761,30.063559,1.0342901,15.019601,15.392052,14.470377,0.9216747,0.9956
139399210905910912,3.5711607301275725,0.18099838,19.730345,0.9691401,18.165447,19.98074,16.968023,3.0127163,0.3164
139401379865827840,2.3140338354282246,0.1823267,12.6916895,0.8956894,18.297125,19.722591,17.154615,2.567976,0.3675
139402234563650816,0.861838231931116,0.02526822,34.107597,1.0252894,14.43844,14.916655,13.800411,1.1162434,2.0984
139403029133260928,3.794354501268991,0.13967556,27.165485,1.0538015,17.775923,19.379877,16.572613,2.8072643,0.3557
139407770777135488,2.156240605295386,0.071508534,30.153612,1.0065597,16.529613,17.522858,15.550874,1.9719839,0.7336
139409420044579328,1.2563165100782154,0.01673971,75.05008,0.81092954,12.975495,13.327984,12.451877,0.8761072,1.5944
139409557483533952,3.821010674815318,0.024263661,157.47874,1.1568879,14.175884,14.8948965,13.357336,1.5375605,0.7082
139411447269117952,0.6044382060168959,0.030462906,19.841778,0.9768149,15.113571,15.537943,14.526452,1.0114908,1.4371
139411515988599936,0.9986585497130971,0.0202158,49.399902,1.0666087,11.640051,11.781376,11.389683,0.39169312,2.5933
139413715011866112,1.331721147078824,0.015687121,84.89264,0.97824377,13.32203,13.6631365,12.813582,0.84955406,1.3662
139418525375259008,0.5107342987019486,0.038788255,13.16724,1.2424196,15.172755,15.547701,14.624835,0.92286587,1.1962
139427493266929024,0.3976923329845807,0.031146768,12.768334,0.9611009,15.1568775,15.589671,14.550976,1.0386953,1.7352
139433025184783488,1.7678368961221709,0.0213664,82.73911,1.0303491,14.112355,14.610296,13.454184,1.1561127,1.1243
139433849818494976,1.129915605788014,0.06555198,17.23694,0.97674006,16.65578,17.326689,15.8758745,1.4508142,0.7662
139435396006705280,1.2293370542641926,0.05530839,22.226954,1.1398519,15.900148,16.632294,15.073436,1.5588579,0.9215
